order_id,item_id,menu_item_id,restaurant_id,quantity,unit_price,item_discount,line_total
ORD202501020301,ITEM002,MENU19787_2785,REST19787,1,39.82,2.71,37.11
ORD202501000762,ITEM001,MENU01206_1643,REST01206,3,49.07,0,147.21
ORD202501000762,ITEM002,MENU01206_5117,REST01206,3,88.35,0,265.06
ORD202501012715,ITEM001,MENU00655_1964,REST00655,1,77.31,0,77.31
ORD202501012715,ITEM002,MENU00655_6147,REST00655,1,26.77,0,26.77
ORD202501012715,ITEM003,MENU00655_4003,REST00655,3,70.83,0,212.48
ORD202501007244,ITEM001,MENU15489_8670,REST15489,3,16.21,0,48.63
ORD202501007244,ITEM002,MENU15489_2378,REST15489,3,32.38,0,97.13
ORD202501007720,ITEM001,MENU07298_8830,REST07298,2,89.86,0,179.72
ORD202501007720,ITEM002,MENU07298_8233,REST07298,1,59.69,0,59.69
ORD202501000702,ITEM001,MENU08940_0517,REST08940,3,87.84,0,263.53
ORD202501000702,ITEM002,MENU08940_2403,REST08940,2,40.68,0,81.36
ORD202501006680,ITEM001,MENU17592_4420,REST17592,3,66.85,28.69,171.85
ORD202501002580,ITEM001,MENU03377_1800,REST03377,2,112.19,37.58,186.8
ORD202501002580,ITEM002,MENU03377_1469,REST03377,1,205.46,34.42,171.04
ORD202501008051,ITEM001,MENU15228_1780,REST15228,1,32.06,0,32.06
ORD202501008051,ITEM002,MENU15228_8920,REST15228,3,50.38,0,151.13
ORD202501024879,ITEM001,MENU16384_8812,REST16384,1,525.12,47.27,477.85
ORD202501011502,ITEM001,MENU10562_9971,REST10562,2,55.51,9.66,101.36
ORD202501011502,ITEM002,MENU10562_1986,REST10562,1,31.6,2.75,28.85
ORD202501018894,ITEM001,MENU08408_6133,REST08408,2,274.26,0,548.51
ORD202501022955,ITEM001,MENU04715_4982,REST04715,3,136.17,0,408.5
ORD202501000539,ITEM001,MENU09707_6787,REST09707,1,153.88,0,153.88
ORD202501000539,ITEM002,MENU09707_9451,REST09707,1,140.54,0,140.54
ORD202501010897,ITEM001,MENU13221_0912,REST13221,2,117.2,57.6,176.8
ORD202501010897,ITEM002,MENU13221_1096,REST13221,1,67.51,16.59,50.92
ORD202501016811,ITEM001,MENU03725_8211,REST03725,2,78.21,24.62,131.8
ORD202501016811,ITEM002,MENU03725_5674,REST03725,3,82.24,38.82,207.89
ORD202501001923,ITEM001,MENU05770_6641,REST05770,1,103.28,0,103.28
ORD202501001923,ITEM002,MENU05770_4827,REST05770,1,177.78,0,177.78
ORD202501020256,ITEM001,MENU10243_1285,REST10243,1,73.77,0,73.77
ORD202501020256,ITEM002,MENU10243_5237,REST10243,1,86.31,0,86.31
ORD202501023942,ITEM001,MENU02485_7662,REST02485,3,96.13,0,288.38
ORD202501023942,ITEM002,MENU02485_1743,REST02485,1,34.71,0,34.71
ORD202501011017,ITEM001,MENU07174_4426,REST07174,1,94.95,0,94.95
ORD202501011017,ITEM002,MENU07174_4945,REST07174,1,53.43,0,53.43
ORD202501011017,ITEM003,MENU07174_2944,REST07174,1,92.22,0,92.22
ORD202501011017,ITEM004,MENU07174_7123,REST07174,2,72.53,0,145.06
ORD202501022770,ITEM001,MENU04866_2213,REST04866,1,161.62,26.19,135.43
ORD202501010196,ITEM001,MENU08892_3505,REST08892,1,19.65,4.51,15.14
ORD202501010196,ITEM002,MENU08892_8939,REST08892,1,32.81,7.52,25.29
ORD202501010196,ITEM003,MENU08892_0725,REST08892,3,42.76,29.41,98.88
ORD202501015561,ITEM001,MENU00142_1757,REST00142,1,52.99,7.68,45.31
ORD202501015561,ITEM002,MENU00142_6293,REST00142,3,64,27.84,164.16
ORD202501020570,ITEM001,MENU07961_0426,REST07961,2,73.19,0,146.38
ORD202501020570,ITEM002,MENU07961_6887,REST07961,2,67.3,0,134.6
ORD202501020570,ITEM003,MENU07961_5928,REST07961,2,59.55,0,119.1
ORD202501017580,ITEM001,MENU16407_5166,REST16407,1,181.02,0,181.02
ORD202501017580,ITEM002,MENU16407_6641,REST16407,1,209.01,0,209.01
ORD202501023598,ITEM001,MENU17061_8042,REST17061,2,16.46,2.04,30.88
ORD202501023598,ITEM002,MENU17061_4227,REST17061,2,18.13,2.25,34.01
ORD202501023598,ITEM003,MENU17061_4106,REST17061,1,38.1,2.36,35.74
ORD202501023598,ITEM004,MENU17061_0472,REST17061,2,19.5,2.42,36.59
ORD202501005605,ITEM001,MENU13751_9097,REST13751,2,140.43,0,280.85
ORD202501015959,ITEM001,MENU11694_2933,REST11694,2,123.76,0,247.53
ORD202501001768,ITEM001,MENU04215_4043,REST04215,3,128.75,0,386.26
ORD202501024447,ITEM001,MENU11086_3618,REST11086,3,116.75,28.73,321.53
ORD202501003708,ITEM001,MENU03703_7683,REST03703,3,24.78,5.27,69.07
ORD202501003708,ITEM002,MENU03703_6517,REST03703,2,23.83,3.38,44.28
ORD202501003708,ITEM003,MENU03703_9674,REST03703,2,41.43,5.86,77.01
ORD202501001974,ITEM001,MENU17863_8148,REST17863,2,100.77,0,201.54
ORD202501001974,ITEM002,MENU17863_4578,REST17863,2,120.63,0,241.26
ORD202501001974,ITEM003,MENU17863_5326,REST17863,1,137.36,0,137.36
ORD202501003843,ITEM001,MENU09606_3005,REST09606,3,45.02,18.97,116.09
ORD202501003843,ITEM002,MENU09606_8690,REST09606,2,96.09,26.98,165.2
ORD202501003843,ITEM003,MENU09606_3811,REST09606,3,58.98,24.85,152.09
ORD202501014062,ITEM001,MENU13407_7597,REST13407,2,40.15,11.32,68.99
ORD202501014062,ITEM002,MENU13407_5511,REST13407,1,40.05,5.65,34.4
ORD202501014062,ITEM003,MENU13407_9562,REST13407,3,24.55,10.39,63.26
ORD202501014626,ITEM001,MENU07347_8704,REST07347,2,41.56,0,83.12
ORD202501014626,ITEM002,MENU07347_1205,REST07347,1,17.41,0,17.41
ORD202501014626,ITEM003,MENU07347_4251,REST07347,3,32.73,0,98.19
ORD202501014626,ITEM004,MENU07347_7466,REST07347,2,44.86,0,89.72
ORD202501014818,ITEM001,MENU08966_7887,REST08966,2,218.18,30.34,406.03
ORD202501022192,ITEM001,MENU08861_1489,REST08861,3,86.34,0,259.02
ORD202501021342,ITEM001,MENU14756_3700,REST14756,1,331.27,0,331.27
ORD202501000483,ITEM001,MENU12429_2060,REST12429,1,155.24,0,155.24
ORD202501014713,ITEM001,MENU16687_4372,REST16687,3,61.86,28.27,157.32
ORD202501014713,ITEM002,MENU16687_3949,REST16687,1,136.6,20.81,115.79
ORD202501021914,ITEM001,MENU07309_9008,REST07309,3,33.36,0,100.07
ORD202501021914,ITEM002,MENU07309_5545,REST07309,1,36.99,0,36.99
ORD202501021914,ITEM003,MENU07309_3717,REST07309,2,15.45,0,30.9
ORD202501021914,ITEM004,MENU07309_1189,REST07309,3,15.68,0,47.04
ORD202501000834,ITEM001,MENU05482_3375,REST05482,2,80.61,19.19,142.04
ORD202501000834,ITEM002,MENU05482_4578,REST05482,1,48.1,5.72,42.38
ORD202501000834,ITEM003,MENU05482_5196,REST05482,1,63.1,7.51,55.59
ORD202501001257,ITEM001,MENU17039_3142,REST17039,1,99,8,91
ORD202501001257,ITEM002,MENU17039_3703,REST17039,1,171.03,13.83,157.2
ORD202501009861,ITEM001,MENU00677_8830,REST00677,3,104.86,0,314.57
ORD202501006915,ITEM001,MENU07971_9759,REST07971,3,44.4,0,133.2
ORD202501006915,ITEM002,MENU07971_0715,REST07971,1,40.21,0,40.21
ORD202501005965,ITEM001,MENU11012_9050,REST11012,1,44.98,0,44.98
ORD202501005965,ITEM002,MENU11012_3323,REST11012,1,43.11,0,43.11
ORD202501005965,ITEM003,MENU11012_8935,REST11012,1,27.21,0,27.21
ORD202501005965,ITEM004,MENU11012_5018,REST11012,1,32.81,0,32.81
ORD202501005965,ITEM005,MENU11012_7735,REST11012,1,31.65,0,31.65
ORD202501001195,ITEM001,MENU03713_5463,REST03713,1,131.07,0,131.07
ORD202501023569,ITEM001,MENU03459_5722,REST03459,1,135.88,0,135.88
ORD202501023569,ITEM002,MENU03459_7606,REST03459,2,108.8,0,217.61
ORD202501023569,ITEM003,MENU03459_4311,REST03459,1,133.14,0,133.14
ORD202501023569,ITEM004,MENU03459_5994,REST03459,1,102.44,0,102.44
ORD202501008766,ITEM001,MENU04583_6049,REST04583,1,561.41,96.51,464.9
ORD202501013826,ITEM001,MENU02552_7544,REST02552,2,149.32,0,298.64
ORD202501004621,ITEM001,MENU08193_0942,REST08193,3,47.99,0,143.98
ORD202501004621,ITEM002,MENU08193_0209,REST08193,2,69.98,0,139.96
ORD202501016403,ITEM001,MENU09174_1578,REST09174,2,134.46,66.61,202.31
ORD202501023257,ITEM001,MENU01094_8384,REST01094,1,50.29,0,50.29
ORD202501023257,ITEM002,MENU01094_6813,REST01094,3,34.3,0,102.91
ORD202501023257,ITEM003,MENU01094_8633,REST01094,2,41.27,0,82.54
ORD202501015609,ITEM001,MENU16553_2438,REST16553,3,151.63,67.2,387.68
ORD202501015609,ITEM002,MENU16553_0148,REST16553,2,89.72,26.5,152.94
ORD202501007450,ITEM001,MENU04855_7428,REST04855,1,147.11,0,147.11
ORD202501007450,ITEM002,MENU04855_5512,REST04855,2,135.82,0,271.64
ORD202501007450,ITEM003,MENU04855_2418,REST04855,2,49.05,0,98.1
ORD202501022859,ITEM001,MENU05740_0996,REST05740,2,184.56,0,369.13
ORD202501002207,ITEM001,MENU08198_6419,REST08198,3,184.65,0,553.96
ORD202501008380,ITEM001,MENU16020_3037,REST16020,2,33.58,12.1,55.06
ORD202501008380,ITEM002,MENU16020_1732,REST16020,1,28.19,5.08,23.11
ORD202501008380,ITEM003,MENU16020_9224,REST16020,3,44.65,24.13,109.82
ORD202501008380,ITEM004,MENU16020_5329,REST16020,3,45.19,24.44,111.12
ORD202501008380,ITEM005,MENU16020_6227,REST16020,1,49.13,8.85,40.28
ORD202501011274,ITEM001,MENU04352_4054,REST04352,3,75.45,0,226.34
ORD202501004511,ITEM001,MENU09910_4061,REST09910,1,42.59,0,42.59
ORD202501004511,ITEM002,MENU09910_9092,REST09910,1,85.18,0,85.18
ORD202501004511,ITEM003,MENU09910_8839,REST09910,3,81.49,0,244.46
ORD202501005785,ITEM001,MENU09052_5671,REST09052,2,129.7,37.32,222.08
ORD202501018378,ITEM001,MENU03597_4968,REST03597,3,35.9,0,107.7
ORD202501018378,ITEM002,MENU03597_6871,REST03597,2,41.04,0,82.08
ORD202501018378,ITEM003,MENU03597_3551,REST03597,2,67.46,0,134.91
ORD202501010956,ITEM001,MENU06022_5206,REST06022,2,119.22,0,238.45
ORD202501019498,ITEM001,MENU19058_9428,REST19058,2,221.5,24.32,418.67
ORD202501021040,ITEM001,MENU10243_4343,REST10243,1,132.96,0,132.96
ORD202501021040,ITEM002,MENU10243_8565,REST10243,2,61.21,0,122.42
ORD202501009260,ITEM001,MENU17634_8488,REST17634,1,46.54,11.18,35.36
ORD202501009260,ITEM002,MENU17634_4167,REST17634,1,127.55,30.64,96.91
ORD202501009260,ITEM003,MENU17634_3276,REST17634,3,66.54,47.94,151.68
ORD202501009260,ITEM004,MENU17634_6060,REST17634,2,43.87,21.08,66.66
ORD202501013092,ITEM001,MENU13162_8661,REST13162,1,258.9,0,258.9
ORD202501010044,ITEM001,MENU19660_2094,REST19660,3,52.44,13.59,143.73
ORD202501010044,ITEM002,MENU19660_2807,REST19660,2,107.77,18.63,196.9
ORD202501004689,ITEM001,MENU17064_5683,REST17064,1,70.18,0,70.18
ORD202501004689,ITEM002,MENU17064_8049,REST17064,2,49.28,0,98.56
ORD202501006755,ITEM001,MENU08243_5979,REST08243,3,15.84,4.55,42.97
ORD202501006755,ITEM002,MENU08243_5775,REST08243,3,13.52,3.88,36.68
ORD202501006755,ITEM003,MENU08243_9495,REST08243,2,19.35,3.71,34.99
ORD202501006755,ITEM004,MENU08243_6678,REST08243,3,19.66,5.65,53.32
ORD202501006755,ITEM005,MENU08243_7013,REST08243,2,18.25,3.5,33
ORD202501004107,ITEM001,MENU13530_5338,REST13530,1,214.7,0,214.7
ORD202501007817,ITEM001,MENU17035_2637,REST17035,1,14.04,0,14.04
ORD202501007817,ITEM002,MENU17035_0096,REST17035,3,19.84,0,59.52
ORD202501007817,ITEM003,MENU17035_4307,REST17035,3,33.44,0,100.31
ORD202501007817,ITEM004,MENU17035_8926,REST17035,1,14.55,0,14.55
ORD202501002550,ITEM001,MENU16269_8580,REST16269,1,98.2,0,98.2
ORD202501002550,ITEM002,MENU16269_6192,REST16269,3,49.82,0,149.45
ORD202501016778,ITEM001,MENU18025_3706,REST18025,3,129.91,0,389.72
ORD202501016778,ITEM002,MENU18025_0982,REST18025,1,107.4,0,107.4
ORD202501016778,ITEM003,MENU18025_8726,REST18025,3,55.73,0,167.19
